card_seq,player_id,card_set_id,number,position,name,card_source,parse_status,throwing_hand,batting_hand,is_pitcher,card_type,speed,bunt,steal_start,steal_end,injury_rate,is_relief_only,starter_stamina,relief_stamina,batting_style_id,pitching_style_id,is_closer,unique_traits,injury_traits,biorhythm_period,biorhythm_date_ranges,batting_table,pitching_table,card_label,irc_macro_name,irc_display_name,variant,base_player_name
326,,,114,投手,坂田 ネムノ,PM2026,ok,left,left,true,pitcher,1,3,1,1,2,false,7,1,,,false,,,,,"[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1P3"", ""2*"", ""2*"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""4"", ""4"", ""4"", ""5"", ""5""]",,114,,,
327,,,119,内野手,菅牧 典,PM2026,ok,,,false,batter,3,1,2,10,6,false,,,,,false,,,,,"[[""HR7"", ""2H8"", ""H9/K"", ""H9"", ""IH6""], [""HR7"", ""H7a"", ""1B"", ""G1a"", ""G4a""], [""HR7"", ""H7"", ""SS"", ""G4D"", ""G5D""], [""3H9"", ""H8"", ""RF"", ""G5f"", ""G6D""], [""2H8"", ""H9a"", ""G1D"", ""G6a"", ""G6f""], [""2H9"", ""H9"", ""G3a"", ""F7a"", ""F8a""], [""H7a"", ""H9"", ""G4D"", ""F8"", ""F9""], [""H7"", ""LF"", ""G4f"", ""F9a"", ""PO""], [""H8a"", ""CF"", ""G5D"", ""PO"", ""K""], [""H8"", ""RF"", ""G6f"", ""PO"", ""K""], [""H9a"", ""G3a"", ""G6a"", ""BB"", ""K""], [""H9"", ""G4D"", ""F7"", ""BB"", ""K""], [""H9"", ""G5f"", ""F8a"", ""BB"", ""K""], [""2B"", ""G6D"", ""F9a"", ""BB"", ""K""], [""SS"", ""G6f"", ""F9"", ""BB"", ""K""], [""G4f"", ""F7a"", ""PO"", ""BB"", ""K""], [""G6D"", ""F8"", ""PO"", ""BB"", ""K""], [""F8"", ""F9a"", ""PO"", ""DB"", ""K""], [""PO"", ""PO"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,119,,,
328,,,50,内野手,藤原 妹紅,PM2026,ok,right,right,false,batter,2,2,1,1,4,false,,,,,false,,,芒種・夏至・小暑,"[""6/5~7/22""]","[[""HR7"", ""HR7"", ""H7/G5D"", ""H7"", ""H8""], [""HR8"", ""2H7"", ""2B"", ""H8"", ""G3f""], [""HR9"", ""2H8"", ""SS"", ""H9"", ""G6D""], [""HR7/3H8"", ""H7a"", ""LF"", ""G3a"", ""F9a""], [""2H7a"", ""H8a"", ""G1a"", ""G4f"", ""K""], [""2H8"", ""H8"", ""G3f"", ""G5D"", ""K""], [""2H9"", ""H9"", ""G4D"", ""G6f"", ""K""], [""H7a"", ""LF"", ""G4a"", ""G6a"", ""K""], [""H7a"", ""CF"", ""G5f"", ""F7"", ""K""], [""H7"", ""RF"", ""G5a"", ""F8a"", ""K""], [""H7"", ""G1f"", ""G6D"", ""F9"", ""K""], [""H8a"", ""G4f"", ""G6f"", ""PO"", ""K""], [""H8"", ""G5a"", ""G6a"", ""PO"", ""K""], [""H8"", ""G6D"", ""F7"", ""BB/G4f"", ""K""], [""H9"", ""G6f"", ""F8"", ""BB"", ""K""], [""3B"", ""F7a"", ""F9a"", ""BB"", ""K""], [""LF"", ""F8"", ""F9"", ""BB"", ""K""], [""F8a"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,50,,,
329,,,208,捕手,じょーかー,PM2026,ok,right,left,false,batter,4,2,5,10,6,false,,,,,false,,,,,"[[""HR9"", ""2H7"", ""G3f/IH3"", ""IH4"", ""H9""], [""HR9"", ""2H8a"", ""1B"", ""G1a"", ""G3f""], [""HR9"", ""2H9"", ""2B"", ""G3D"", ""G4D""], [""2H9/3H9"", ""H7"", ""RF"", ""G4D"", ""G4a""], [""2H7a"", ""H8a"", ""G1D"", ""G5f"", ""G5D""], [""2H8"", ""H8"", ""G3D"", ""G6D"", ""G6f""], [""2H9"", ""H9a"", ""G3a"", ""F7a"", ""F8""], [""H8/2H8a"", ""H9"", ""G4D"", ""F8a"", ""F9a""], [""H7a"", ""LF"", ""G4f"", ""F9"", ""PO""], [""H7"", ""CF"", ""G5D"", ""PO"", ""K""], [""H8"", ""RF"", ""G6a"", ""BB"", ""K""], [""H8"", ""G3f"", ""F7"", ""BB"", ""K""], [""H9a"", ""G4D"", ""F8a"", ""BB"", ""K""], [""H9"", ""G5a"", ""F8"", ""BB"", ""K""], [""H9"", ""G6D"", ""F9a"", ""BB"", ""K""], [""G4a/H8"", ""F7a"", ""F9"", ""BB"", ""K""], [""3B"", ""F8"", ""PO"", ""BB"", ""K""], [""SS"", ""F9"", ""PO"", ""BB"", ""K""], [""G4D"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,208,,,
330,,,098,内野手,ひいらぎ,PM2026,ok,right,left,false,batter,5,7,9,13,6,false,,,,,false,,,,,"[[""2H9/HR9"", ""H7"", ""K/IH6"", ""H9"", ""IH1""], [""3H9"", ""H8a"", ""P"", ""IH5"", ""G3a""], [""2H7"", ""H8"", ""2B"", ""G1f"", ""G4D""], [""2H9"", ""H9a"", ""SS"", ""G3D"", ""F8a""], [""H7a"", ""H9"", ""G1a"", ""G3a"", ""PO""], [""H7"", ""LF"", ""G3f"", ""G4D"", ""K""], [""H8"", ""CF"", ""G4D"", ""G4f"", ""K""], [""H8"", ""RF"", ""G4D"", ""G4a"", ""K""], [""H9a"", ""G1D"", ""G4a"", ""G5f"", ""K""], [""H9"", ""G3D"", ""G5D"", ""G6D"", ""K""], [""1B"", ""G4D"", ""G6D"", ""F7a"", ""K""], [""3B"", ""G4a"", ""G6a"", ""F7"", ""K""], [""G1f"", ""G5a"", ""F7a"", ""F8a"", ""K""], [""G3D"", ""G6f"", ""F8a"", ""PO"", ""K""], [""G4a"", ""F7"", ""F8"", ""F8a/BB"", ""K""], [""G6f"", ""F8a"", ""F9"", ""BB"", ""K""], [""F7a"", ""F9a"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,098,,,
331,,,,,,PM2026,failed,right,right,false,batter,5,5,10,10,7,false,,,,,false,,,,,"[[""HR7/2H7"", ""H7a"", ""P"", ""G1D"", ""K""], [""3H8/2H8"", ""H8"", ""2B"", ""G3f"", ""K""], [""H7a"", ""H9"", ""SS"", ""G4D"", ""K""], [""H7"", ""H9a/G3f"", ""G1f"", ""G4a"", ""K""], [""H8a"", ""LF"", ""G3a"", ""G6f"", ""K""], [""H9"", ""CF"", ""G4D"", ""F7"", ""K""], [""H8/G6f"", ""RF"", ""G4a"", ""PO"", ""K""], [""H9/G4D"", ""G1a"", ""G5f"", ""PO"", ""K""], [""2B"", ""G3f"", ""G6D"", ""BB"", ""K""], [""SS"", ""G4D"", ""G6f"", ""BB"", ""K""], [""G3D"", ""G6a"", ""G6a"", ""BB"", ""K""], [""G4a"", ""F7"", ""F7a"", ""BB"", ""K""], [""G5f"", ""F8a"", ""F8"", ""BB"", ""K""], [""F7a"", ""F9"", ""F9"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB/K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""K""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,,,,
332,,,,,,PM2026,failed,right,right,false,batter,1,1,1,1,7,false,,,,,false,,,,,"[[""HR8"", ""H7a"", ""P"", ""G1D"", ""H8""], [""HR9/2H7"", ""H8"", ""2B"", ""G3a"", ""G4D""], [""2H8"", ""H9a"", ""SS"", ""G4D"", ""G6D""], [""2H9"", ""H9"", ""G1D"", ""G4D"", ""F8""], [""H7"", ""2B"", ""G3D"", ""G5a"", ""K""], [""H8a"", ""SS"", ""G4D"", ""G6D"", ""K""], [""H9"", ""RF"", ""G4D"", ""G6D"", ""K""], [""2B"", ""G1D"", ""G4a"", ""F7a"", ""K""], [""SS"", ""G3D"", ""G5D"", ""F8"", ""K""], [""G1a"", ""G4D"", ""G6D"", ""PO"", ""K""], [""G3D"", ""G4D"", ""G6D"", ""PO"", ""K""], [""G4D"", ""G4a"", ""G6a"", ""BB"", ""K""], [""G4D"", ""G5D"", ""F7"", ""BB"", ""K""], [""G4D"", ""G6D"", ""F8a"", ""BB"", ""K""], [""G5a"", ""G6D"", ""F9"", ""BB"", ""K""], [""G6D"", ""F8"", ""PO"", ""BB"", ""K""], [""G6D"", ""PO"", ""PO"", ""BB"", ""K""], [""F9a"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,,,,
333,,,,,,PM2026,failed,right,right,true,pitcher,1,1,1,1,6,true,,1,,,false,"※登板中の
野手特徴
捕手レンジ
球場特徴は","[{""type"": ""standard"", ""days"": 30, ""exemptions"": 1, ""repeating"": false}]",,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1P3"", ""1P3"", ""1P3"", ""4"", ""4"", ""4"", ""4P5""]",,,,,
334,,,103,外野手,ヘカーティア・L (ポートランド),PM2026,ok,,,false,batter,5,2,10,13,5,false,,,,,false,,,,,"[[""HR7"", ""HR7"", ""H9"", ""H7"", ""H8""], [""HR8"", ""HR8"", ""H8/G1D"", ""IH5"", ""G4a""], [""HR9"", ""2H9"", ""3B"", ""G4f"", ""G5D""], [""HR9"", ""H7a"", ""SS"", ""G5f"", ""F7""], [""HR9"", ""H7"", ""RF"", ""G6D"", ""F9a""], [""2H7"", ""H8a"", ""G3a"", ""G6f"", ""PO""], [""2H8a"", ""H8"", ""G4f"", ""F7a"", ""K""], [""2H9"", ""H9"", ""G5f"", ""F8"", ""K""], [""H7a"", ""LF"", ""G5a"", ""F9a"", ""K""], [""H7"", ""CF"", ""G6D"", ""F9"", ""K""], [""H7"", ""RF"", ""G6f"", ""PO"", ""K""], [""H8a"", ""G4a"", ""F7a"", ""BB/F9"", ""K""], [""H8"", ""G5f"", ""F8a"", ""BB"", ""K""], [""H9a"", ""G6D"", ""F8"", ""BB"", ""K""], [""H9"", ""F7"", ""F9a"", ""BB"", ""K""], [""2B"", ""F8a"", ""F9"", ""BB"", ""K""], [""SS"", ""F9"", ""PO"", ""BB"", ""K""], [""G6f"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,103,,ポートランド,ヘカーティア・ラピスラズリ
335,,,115,内野手,今泉 影狼,PM2026,ok,right,right,false,batter,4,1,7,12,3,false,,,,,false,,,,,"[[""HR8"", ""2H7"", ""H8/G6D"", ""H8"", ""H9""], [""HR9"", ""2H8"", ""3B"", ""G1D"", ""G4a""], [""HR9"", ""2H9"", ""SS"", ""G3a"", ""G5D""], [""HR7/3H9"", ""H7a"", ""CF"", ""G4D"", ""F7a""], [""3H8"", ""H9"", ""G1a"", ""G6a"", ""PO""], [""2H8"", ""H8a/F8a"", ""G3f"", ""F8"", ""K""], [""H7"", ""LF"", ""G4a"", ""F9a"", ""K""], [""H8a"", ""CF"", ""G5f"", ""PO"", ""K""], [""H8"", ""RF"", ""G6D"", ""BB"", ""K""], [""H9a"", ""G3a"", ""G6a"", ""BB"", ""K""], [""H9"", ""G4D"", ""F7"", ""BB"", ""K""], [""2B"", ""G5f"", ""F8a"", ""BB"", ""K""], [""SS"", ""G6D"", ""F8"", ""BB"", ""K""], [""G4D"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G6a"", ""F8a"", ""PO"", ""BB"", ""K""], [""F7"", ""F9"", ""PO"", ""BB/K"", ""K""], [""F9a"", ""PO"", ""PO"", ""DB"", ""K""], [""PO"", ""PO"", ""PO"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,115,,,
336,,,101,投手,摩多羅 隠岐奈,PM2026,ok,left,left,true,pitcher,1,1,1,1,6,false,,1,,,false,,,春夏秋の土用,"[""4/17~5/4"", ""7/19~8/6"", ""10/20~11/6""]","[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""3/1"", ""2*"", ""2"", ""2"", ""2"", ""2"", ""3*"", ""3"", ""3"", ""3"", ""4P5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]",,101,,,
337,,,71,内野手,ナズーリン (厚木),PM2026,ok,right,switch,false,batter,4,9,6,15,7,false,,,,,false,,,,,"[[""3H9"", ""H7"", ""IH6/K"", ""H8"", ""IH6""], [""2H8"", ""H8a"", ""P"", ""G3a"", ""G3f""], [""H7a"", ""H8"", ""2B"", ""G4f"", ""G4f""], [""H7"", ""H9"", ""SS"", ""G6f"", ""G4a""], [""H7"", ""IH1"", ""G1a"", ""F7a"", ""G5f""], [""H8a"", ""IH4/G4f"", ""G3f"", ""F8"", ""G6D""], [""H8"", ""2B"", ""G4f"", ""PO"", ""G6f""], [""H8"", ""SS"", ""G4a"", ""BB"", ""F8a""], [""H9a"", ""CF"", ""G5f"", ""BB"", ""F9""], [""H9"", ""G1f"", ""G5a"", ""BB"", ""PO""], [""IH6"", ""G4a"", ""G6D"", ""BB"", ""K""], [""1B"", ""G5f"", ""G6f"", ""BB"", ""K""], [""SS"", ""G6D"", ""G6a"", ""BB"", ""K""], [""G1a"", ""G6f"", ""F7"", ""BB"", ""K""], [""G3f"", ""G6a"", ""F8a"", ""BB"", ""K""], [""G4f"", ""F7"", ""F9"", ""BB"", ""K""], [""G6f"", ""F8"", ""PO"", ""BB"", ""K""], [""F9"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""K/BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,71,,厚木,ナズーリン
338,,,00,内野手,野球女子高校生,PM2026,ok,,,false,batter,3,1,1,1,1,false,,,,,false,,,,,"[[""HR7"", ""H7a"", ""H7/K"", ""H8"", ""IH5""], [""2H7"", ""H8"", ""P"", ""H9"", ""G4D""], [""2H9"", ""H9a"", ""2B"", ""G3f"", ""F7""], [""H7a"", ""H9"", ""3B"", ""G4D"", ""K""], [""H7"", ""SS"", ""G1D"", ""G4a"", ""K""], [""H8a"", ""CF"", ""G3a"", ""G5f"", ""K""], [""H8"", ""RF"", ""G4D"", ""G6D"", ""K""], [""H9"", ""G3D"", ""G4f"", ""G6f"", ""K""], [""IH6/G6f"", ""G4f"", ""G5f"", ""F7a"", ""K""], [""2B"", ""G4a"", ""G6D"", ""F8"", ""K""], [""SS"", ""G5D"", ""G6a"", ""F9"", ""K""], [""G3f"", ""G6D"", ""F7"", ""PO"", ""K""], [""G4D"", ""G6f"", ""F8"", ""PO"", ""K""], [""G5a"", ""F7"", ""F9a"", ""BB"", ""K""], [""F7a"", ""F8a"", ""F9"", ""BB"", ""K""], [""F8"", ""F9"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,00,,,
339,,,,,,PM2026,failed,right,right,false,batter,3,1,4,15,7,false,,,,,false,,,,,"[[""3H8/2H8"", ""H7"", ""P"", ""G4D"", ""IH1""], [""2H7"", ""H8a"", ""2B"", ""G6D"", ""G5D""], [""H7a"", ""H9"", ""SS"", ""F8"", ""G6a""], [""H7"", ""IH4"", ""G1D"", ""F9a"", ""F7""], [""H7"", ""H7/G6D"", ""G1f"", ""PO"", ""PO""], [""H8a"", ""LF"", ""G3D"", ""PO"", ""K""], [""H8"", ""CF"", ""G4D"", ""BB"", ""K""], [""H9"", ""RF"", ""G4a"", ""BB"", ""K""], [""IH6"", ""G1f"", ""G5f"", ""BB"", ""K""], [""2B"", ""G4D"", ""G6D"", ""BB"", ""K""], [""3B"", ""G5D"", ""G6a"", ""BB"", ""K""], [""G3D"", ""G5a"", ""F7a"", ""BB"", ""K""], [""G4D"", ""G6f"", ""F7"", ""BB"", ""K""], [""G4f"", ""F7"", ""F8a"", ""BB"", ""K""], [""G5a"", ""F8"", ""F9"", ""BB"", ""K""], [""G6D"", ""F9a"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""DB"", ""K""], [""PO"", ""PO"", ""PO"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,,,,
340,,,200,外野手,森近 霖之助,PM2026,ok,right,right,false,batter,5,3,7,15,5,false,,,,,false,DB乱闘,,,,"[[""HR7"", ""HR7"", ""H8"", ""G4a"", ""H8""], [""HR7"", ""HR8"", ""H7/G6a"", ""PO"", ""G5f""], [""HR7"", ""2H9"", ""3B"", ""BB/G5f"", ""F9a""], [""HR7"", ""H7"", ""SS"", ""BB"", ""PO""], [""HR7"", ""H8a"", ""CF"", ""BB"", ""K""], [""HR8"", ""H8"", ""G1f"", ""BB"", ""K""], [""HR8"", ""H9a"", ""G3a"", ""BB"", ""K""], [""HR9"", ""H9/G3a"", ""G4f"", ""BB"", ""K""], [""2H7"", ""LF"", ""G5a"", ""BB"", ""K""], [""2H8"", ""CF"", ""G6D"", ""BB"", ""K""], [""2H8a/H8"", ""RF"", ""F7a"", ""BB"", ""K""], [""H7a"", ""G5f"", ""F8a"", ""BB"", ""K""], [""H7"", ""G6a"", ""F8"", ""BB"", ""K""], [""H8a"", ""F7"", ""F9"", ""BB"", ""K""], [""H9"", ""F8a"", ""PO"", ""BB"", ""K""], [""SS"", ""F9"", ""PO"", ""BB"", ""K""], [""LF"", ""PO"", ""PO"", ""DB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,200,,,
341,,,201,外野手,エーリッヒ,PM2026,ok,left,left,false,batter,5,4,2,16,6,false,,,,,false,,,,,"[[""HR7"", ""HR8"", ""G4D/IH4"", ""H8"", ""H9""], [""HR7"", ""HR9"", ""1B"", ""G3D"", ""G4D""], [""HR8"", ""2H9"", ""2B"", ""F7"", ""F8a""], [""HR8"", ""H7"", ""RF"", ""PO"", ""PO""], [""HR8"", ""H8a"", ""G1f"", ""BB"", ""K""], [""HR9"", ""H9a"", ""G3D"", ""BB"", ""K""], [""HR9"", ""H9"", ""G4D"", ""BB"", ""K""], [""2H7"", ""PO/H8"", ""G4f"", ""BB"", ""K""], [""H8/2H8a"", ""LF"", ""G5a"", ""BB"", ""K""], [""H8/2H8"", ""CF"", ""G6D"", ""BB"", ""K""], [""H7a"", ""RF"", ""F7"", ""BB"", ""K""], [""H7"", ""G3a"", ""F8a"", ""BB"", ""K""], [""H8a"", ""G4D"", ""F8"", ""BB"", ""K""], [""H8"", ""G6D"", ""F9a"", ""BB"", ""K""], [""H9"", ""F7a"", ""F9"", ""BB"", ""K""], [""G3f/H9a"", ""F9"", ""PO"", ""BB"", ""K""], [""SS"", ""PO"", ""PO"", ""BB"", ""K""], [""CF"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,201,,,
342,,,34,外野手,魂魄 妖夢,PM2026,ok,right,switch,false,batter,3,1,6,8,7,false,,,,,false,,,,,"[[""HR9"", ""H7a"", ""H9/K"", ""H7"", ""IH6""], [""HR7/3H9"", ""H7"", ""P"", ""H8"", ""G3D""], [""2H7"", ""H8a"", ""1B"", ""IH5"", ""G4a""], [""2H8"", ""H8"", ""3B"", ""G3a"", ""G5f""], [""H7a"", ""H8"", ""G1a"", ""G4D"", ""G6a""], [""H7"", ""H9a"", ""G3f"", ""G4f"", ""F7""], [""H7"", ""H9"", ""G4f"", ""G5a"", ""F8a""], [""H8a"", ""LF"", ""G4a"", ""G6f"", ""PO""], [""H8"", ""CF"", ""G5D"", ""F7a"", ""PO""], [""H8"", ""RF"", ""G6D"", ""F8"", ""PO""], [""H9a"", ""G3a"", ""G6a"", ""F9"", ""K""], [""H9"", ""G4f"", ""F7"", ""PO"", ""K""], [""H9"", ""G6D"", ""F8"", ""PO"", ""K""], [""H9"", ""F8a"", ""F9a"", ""PO"", ""K""], [""2B"", ""F9"", ""F9"", ""PO"", ""K""], [""SS"", ""PO"", ""PO"", ""BB"", ""K""], [""G4D"", ""PO"", ""PO"", ""BB"", ""K""], [""G6a"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB/K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,34,,,
343,,,186,投手,リリーブラック,PM2026,ok,left,left,true,pitcher,1,1,1,1,1,true,,1,,,false,,,春分・清明,"[""3/20~4/19""]","[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""2*"", ""2*"", ""2"", ""2"", ""2"", ""2"", ""3/2"", ""3*"", ""3*"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""5/4""]",,186,,,
